course,crn,instructor,days,start_time,end_time
HUMA 317,20545,"LaBove, Shannon","Tue,Thu",14:30,15:45
HUMA 372,25577,"Oesmann, Astrid",Wed,16:00,18:29
HUMA 499,25739,"Lu, Sidney","Mon,Tue,Wed,Thu,Fri",09:00,17:29
HUMA 500,24545,"Gallant, Denva Correa Ochoa, Laura",Tue,08:00,09:50
HUMA 502,24546,"Esch, Sophie",Tue,14:30,17:00
HUMA 504,25503,"Garcia, Gabriela",Thu,14:30,16:10
MGMW 502,25435,"Wilson, David",Sat,13:30,18:30
MGMW 502,25435,"Wilson, David",Sat,07:30,12:30
MGMW 502,25435,"Wilson, David",Sat,13:30,18:30
MGMW 502,25435,"Wilson, David",Fri,16:00,21:30
MGMW 511,25436,"Sonenshein, Scott",Fri,07:30,18:30
MGMW 543,25437,"Umar, Tarik",Sat,07:30,12:30
MGMW 543,25437,"Umar, Tarik",Fri,16:00,21:30
MGMW 543,25437,"Umar, Tarik",Sat,07:30,12:30
MGMW 543,25437,"Umar, Tarik",Sat,13:30,18:30
MGMW 543,25437,"Umar, Tarik",Sat,07:30,12:30
MGMW 543,25437,"Umar, Tarik",Fri,16:00,21:30
MGMW 543,25437,"Umar, Tarik",Sat,07:30,12:30
MGMW 543,25437,"Umar, Tarik",Fri,16:00,21:30
MGMW 574,25438,"Pazgal, Amit",Fri,16:00,21:30
MGMW 574,25438,"Pazgal, Amit",Sat,13:30,18:30
MGMW 574,25438,"Pazgal, Amit",Fri,16:00,21:30
MGMW 574,25438,"Pazgal, Amit",Sat,07:30,12:30
MGMW 580,25439,"Porter, Constance",Fri,16:00,21:30
MGMW 580,25439,"Porter, Constance",Sat,13:30,18:30
MGMW 580,25439,"Porter, Constance",Fri,16:00,21:30
MGMW 580,25439,"Porter, Constance",Sat,07:30,12:30
MGMW 580,25439,"Porter, Constance",Sat,13:30,18:30
MGMW 580,25439,"Porter, Constance",Sat,07:30,12:30
MGMW 580,25439,"Porter, Constance",Sat,13:30,18:30
MGMW 580,25439,"Porter, Constance",Sat,13:30,18:30
MGMW 706,25441,"Smith, Brent",Fri,07:30,18:30
MGMW 706,25441,"Smith, Brent",Sat,07:30,18:30
BUSI 150,24009,"Vidal, Jorge","Mon,Wed,Fri",10:00,10:50
BUSI 220,22773,"Panahi, Hesam","Tue,Thu",09:25,10:40
BUSI 221,23957,"Panahi, Hesam","Tue,Thu",13:00,14:15
BUSI 223,25497,"Ray, Patrick","Tue,Thu",16:00,17:15
BUSI 305,20134,"Joffre, Anthony","Tue,Thu",08:00,09:15
BUSI 305,20135,"Joffre, Anthony","Tue,Thu",13:00,14:15
BUSI 305,22212,"Joffre, Anthony","Tue,Thu",14:30,15:45
BUSI 305,23169,"Joffre, Anthony","Tue,Thu",08:00,09:15
BUSI 305,23170,"Joffre, Anthony","Tue,Thu",13:00,14:15
BUSI 305,23171,"Joffre, Anthony","Tue,Thu",14:30,15:45
BUSI 310,21447,"Kwon, Mijeong","Tue,Thu",10:50,12:05
BUSI 310,23960,"Kwon, Mijeong","Tue,Thu",09:25,10:40
BUSI 310,25791,"Dhruva, Isha","Mon,Wed",14:00,15:15
BUSI 310,25792,"Jiang, Zhenye","Mon,Wed",08:00,09:15
BUSI 310,25793,"Shen, Manjiang","Tue,Thu",14:30,15:45
BUSI 343,22431,"Piqueira, Natalia","Mon,Wed,Fri",10:00,10:50
BUSI 343,23159,"Piqueira, Natalia","Mon,Wed,Fri",13:00,13:50
BUSI 343,23961,"Vidal, Jorge","Tue,Thu",16:00,17:15
BUSI 360,23184,"Judah, Kyle",Mon,18:00,18:50
BUSI 361,22150,"Massaro, Diana",Wed,13:00,13:50
BUSI 365,25762,"Panahi, Hesam Wulf, Adam",Mon,14:00,15:15
BUSI 369,23163,"Randolph, Sophie","Tue,Thu",10:50,12:05
BUSI 371,23172,"Prinsloo, Emily","Tue,Thu",16:00,17:15
BUSI 374,22735,"Kerimov, Suleyman","Tue,Thu",13:00,14:15
BUSI 374,22736,"Kerimov, Suleyman","Tue,Thu",14:30,15:45
BUSI 380,20145,"Chung, Jaeyeon","Mon,Wed",12:30,13:45
BUSI 380,20207,"Chung, Jaeyeon","Mon,Wed",14:00,15:15
BUSI 390,20403,"Pan Fang, Tommy","Tue,Thu",08:00,09:15
BUSI 390,20404,"Pan Fang, Tommy","Tue,Thu",09:25,10:40
BUSI 390,23164,"Pan Fang, Tommy","Tue,Thu",08:00,09:15
BUSI 390,23165,"Pan Fang, Tommy","Tue,Thu",09:25,10:40
BUSI 395,22763,"Hamidieh, Kam","Mon,Wed",08:00,09:15
BUSI 395,22763,"Hamidieh, Kam",Wed,12:00,12:50
BUSI 395,22764,"Hamidieh, Kam","Mon,Wed",08:00,09:15
BUSI 395,22764,"Hamidieh, Kam",Wed,14:00,14:50
BUSI 395,22765,"Hamidieh, Kam","Mon,Wed",09:25,10:40
BUSI 395,22765,"Hamidieh, Kam",Wed,15:00,15:50
BUSI 395,22766,"Hamidieh, Kam","Mon,Wed",09:25,10:40
BUSI 395,22766,"Hamidieh, Kam",Wed,16:00,16:50
BUSI 396,23964,"Russell, Jeff","Mon,Wed,Fri",09:00,09:50
BUSI 396,23965,"Russell, Jeff","Mon,Wed,Fri",10:00,10:50
BUSI 405,20402,"Lansford, Benjamin","Mon,Wed,Fri",11:00,11:50
BUSI 420,23173,"Miles, Jonathan","Tue,Thu",08:00,09:15
BUSI 420,23178,"Miles, Jonathan","Tue,Thu",08:00,09:15
BUSI 421,23160,"Miles, Jonathan","Mon,Wed",14:00,15:15
BUSI 430,22738,"Lansford, Benjamin","Mon,Wed,Fri",12:00,12:50
BUSI 430,25592,"Lansford, Benjamin","Mon,Wed,Fri",12:00,12:50
BUSI 431,23161,"Jue-Rajasingh, Diana","Tue,Thu",10:50,12:05
BUSI 432,22432,"Windsor, Duane","Tue,Thu",09:25,10:40
BUSI 447,23162,"Barry, John","Tue,Thu",13:00,14:15
BUSI 447,23967,"Barry, John","Tue,Thu",14:30,15:45
BUSI 448,22737,"Crotty, Kevin","Tue,Thu",10:50,12:05
BUSI 448,23968,"Crotty, Kevin","Tue,Thu",09:25,10:40
BUSI 463,21446,"Tonar, Remington","Tue,Thu",14:30,15:45
BUSI 465,21704,"Beatty, Deric",Mon,18:15,21:30
BUSI 480,22740,"Lee, Jung Youn","Mon,Wed",11:00,12:15
BUSI 521,22149,"Back, Kerry","Tue,Thu",14:30,15:45
BUSI 524,25499,"Crotty, Kevin",Tue,13:00,16:00
BUSI 525,25500,"Johnson, Stephanie",Wed,13:00,15:59
BUSI 533,20274,"Sivaramakrishnan, Shiva",Thu,13:00,16:59
BUSI 541,21108,"Zhang, Anthea",Mon,09:00,12:00
BUSI 552,24037,"Piazza, Alessandro",Fri,09:00,12:00
BUSI 566,25501,"Kwon, Mijeong",Fri,13:00,15:59
BUSI 573,25502,"Kerimov, Suleyman",Tue,16:30,19:30
BUSI 721,22780,"Back, Kerry",Mon,20:00,21:30
BUSI 722,22798,"Back, Kerry",Mon,20:00,21:30
KORE 142,20540,"Oh, Eun Young","Mon,Wed,Fri",11:00,11:50
KORE 142,24429,"Oh, Eun Young","Mon,Wed,Fri",14:00,14:50
KORE 264,22610,"Choi, Jaesu","Mon,Wed,Fri",10:00,10:50
KORE 264,22970,"Choi, Jaesu","Mon,Wed,Fri",14:00,14:50
KORE 302,23518,"Oh, Eun Young","Mon,Wed,Fri",13:00,13:50
KORE 401,23519,"Choi, Jaesu","Mon,Wed,Fri",11:00,11:50
EMSP 281,20410,"George, Milan He, Nick","Mon,Wed",18:00,21:59
MGMP 502,25269,"Aghamolla, Cyrus",Wed,18:15,21:30
MGMP 502,25270,"Aghamolla, Cyrus",Mon,18:15,21:30
MGMP 511,25271,"Sonenshein, Scott",Fri,08:30,18:30
MGMP 511,25272,"Sonenshein, Scott",Sat,08:30,18:30
MGMP 543,25273,"Guttman-Kenney, Benedict",Mon,18:15,21:30
MGMP 543,25274,"Guttman-Kenney, Benedict",Wed,18:15,21:30
MGMP 560,25275,"Schuler, Doug",Sat,08:30,18:30
MGMP 560,25276,"Schuler, Doug",Fri,08:30,18:30
MGMP 574,25277,"Pazgal, Amit",Mon,18:15,21:30
MGMP 574,25277,"Pazgal, Amit",Tue,18:15,21:30
MGMP 574,25277,"Pazgal, Amit",Mon,18:15,21:30
MGMP 574,25278,"Pazgal, Amit",Wed,18:15,21:30
MGMP 580,25279,"Borle, Sharad",Wed,18:15,21:30
MGMP 580,25280,"Borle, Sharad",Mon,18:15,21:30
MGMP 580,25280,"Borle, Sharad",Tue,18:15,21:30
MGMP 580,25280,"Borle, Sharad",Mon,18:15,21:30
MGMP 708,25282,"Van Knippenberg, Daniel",Fri,08:30,18:30
MGMP 708,25282,"Van Knippenberg, Daniel",Sat,08:30,18:30
MGMP 708,25283,"Van Knippenberg, Daniel",Fri,08:30,18:30
MGMP 708,25283,"Van Knippenberg, Daniel",Sat,08:30,18:30
MGMP 709,25284,"Zhou, Jing",Fri,08:30,18:30
MGMP 709,25284,"Zhou, Jing",Sat,08:30,18:30
MGMP 709,25285,"Zhou, Jing",Fri,08:30,18:30
MGMP 709,25285,"Zhou, Jing",Sat,08:30,18:30
MGMP 798,25286,"Windsor, Duane",Fri,07:30,18:30
MGMP 798,25286,"Windsor, Duane",Sat,07:30,18:30
MGMP 799,25287,"VanHorn, David",Thu,18:15,21:30
MGMP 799,25287,"VanHorn, David",Thu,18:15,21:30
MGMP 799,25287,"VanHorn, David",Thu,18:15,21:30
MGMP 799,25287,"VanHorn, David",Thu,18:15,21:30
MGMP 799,25287,"VanHorn, David",Thu,18:15,21:30
MGMP 799,25287,"VanHorn, David",Thu,18:15,21:30
MGMP 799,25288,"VanHorn, David",Fri,18:15,21:30
MGMP 799,25288,"VanHorn, David",Fri,18:15,21:30
MGMP 799,25288,"VanHorn, David",Fri,18:15,21:30
MGMP 799,25288,"VanHorn, David",Fri,18:15,21:30
MGMP 799,25288,"VanHorn, David",Fri,18:15,21:30
MGMP 799,25288,"VanHorn, David",Fri,18:15,21:30
AAAS 110,25624,"Bongmba, Elias K.","Mon,Wed,Fri",10:00,10:50
AAAS 115,25673,"Nwokocha, Eziaku",Mon,16:00,18:29
AAAS 157,25708,"Pinn, Anthony","Tue,Thu",09:25,10:40
AAAS 200,22858,"Sainte-Claire, Linsey","Tue,Thu",10:50,12:05
AAAS 217,25621,"Pinn, Anthony","Tue,Thu",10:50,12:05
AAAS 269,25657,"Osei-Opare, Nana","Tue,Thu",10:50,12:05
AAAS 309,25628,"Muvhuti, Barnabas","Tue,Thu",16:00,17:15
AAAS 317,23890,"Jou, Chin","Tue,Thu",14:30,15:45
AAAS 318,23976,"Hordge-Freeman, Elizabeth","Tue,Thu",13:00,14:15
COMM 220,25875,"Parker, Steph D.C.",Tue,16:00,16:50
COMM 220,25876,"Parker, Steph D.C.",Tue,17:30,18:20
COMM 220,25877,"Parker, Steph D.C.",Wed,19:00,19:50
COMM 600,22387,"Wilson, Jennifer Zafaranian, Neda",Wed,16:00,17:45
COMM 601,22408,"Zafaranian, Neda",Thu,12:15,13:59
COMM 601,26011,"Zafaranian, Neda",Tue,12:15,13:59
COMM 602,22388,"Burch, Paul",Tue,17:30,19:15
HONS 471,22458,"Olmos, Joey Walston, Lexi",Tue,17:00,18:15
HART 201,24405,"Crawford-Brown, Sophie","Mon,Wed",14:00,15:15
HART 202,24406,"Hughes, Gordon Franco, Ana","Tue,Thu",09:25,10:40
HART 207,25774,"Manca, Joseph","Mon,Wed,Fri",09:00,09:50
HART 209,22685,"Winningham, Geoffrey","Tue,Thu",10:50,12:05
HART 226,25788,"Huntington, Eric","Tue,Thu",16:00,17:15
HART 231,23810,"Gallant, Denva","Mon,Wed",16:00,17:15
HART 284,24402,"Dove, Charles",Mon,14:00,17:50
HART 286,22820,"Snow, Edward","Tue,Thu",16:00,17:15
HART 307,24408,"Crawford-Brown, Sophie",Fri,13:00,15:30
HART 309,23760,"Muvhuti, Barnabas","Tue,Thu",16:00,17:15
HART 319,24409,"Emami, Farshid","Tue,Thu",14:30,15:45
HART 336,24411,"Oukaderova, Lida",Tue,16:00,18:29
HART 342,24413,"Manca, Joseph","Tue,Thu",13:00,14:15
HART 345,20282,"Blakely, Shantel","Tue,Thu",09:25,10:40
HART 349,23464,"Hainley, Bruce",Wed,18:30,21:20
HART 369,24415,"Hughes, Gordon",Wed,19:00,21:30
HART 371,25571,"Huang, Shih-Shan","Mon,Wed",14:00,15:15
HART 380,25566,"Williamson, Clinton","Tue,Thu",14:30,15:45
HART 391,25698,"Diel, Lori","Tue,Thu",09:25,10:40
HART 393,25699,"Bader, Graham",Wed,13:00,15:30
HART 450,24416,"El-Dahdah, Fares",Thu,16:00,18:30
HART 519,24410,"Emami, Farshid","Tue,Thu",14:30,15:45
HART 536,24412,"Oukaderova, Lida",Tue,16:00,18:29
HART 542,24414,"Manca, Joseph","Tue,Thu",13:00,14:15
HART 597,24418,"Franco, Ana",Tue,14:30,17:00
HART 598,25496,"Dango, Michael",Fri,13:00,15:50
HART 599,25700,"Diel, Lori",Wed,10:00,12:29
HART 645,20284,"Blakely, Shantel","Tue,Thu",09:25,10:40
HART 670,24417,"El-Dahdah, Fares",Thu,16:00,18:30
ASIA 205,23156,"Schoenberger, Kevin","Tue,Thu",09:25,10:40
ASIA 214,22948,"Huang, Shih-Shan","Mon,Wed",16:00,17:15
ASIA 222,25585,"Banerjee, Agnibha","Mon,Wed,Fri",10:00,10:50
ASIA 225,25778,"Chatterjee, Sourav","Mon,Wed",16:00,17:15
ASIA 226,25777,"Huntington, Eric","Tue,Thu",16:00,17:15
ASIA 232,24420,"Huntington, Eric","Tue,Thu",13:00,14:15
ASIA 295,21310,"Xu, Chang Lu, Sidney","Tue,Thu",14:30,15:45
ASIA 355,25590,"Oukaderova, Lida",Tue,16:00,18:29
ASIA 360,24422,"Lewis, Steven",Wed,19:00,21:30
ASIA 362,25776,"Ryang, Sonia",Wed,15:00,17:30
ASIA 363,25775,"Chatterjee, Sourav","Mon,Wed",14:00,15:15
ASIA 368,24423,"Balabanlilar, Lisa",Mon,18:30,21:00
ASIA 371,24425,"Huang, Shih-Shan","Mon,Wed",14:00,15:15
ASIA 377,24426,"Lewis, Steven",Thu,19:00,21:29
ASIA 378,23891,"Chen, Shih-Hui",Thu,16:00,18:20
ASIA 380,24427,"Lu, Sidney","Tue,Thu",10:50,12:05
AFSC 102,20271,,Wed,12:00,12:50
AFSC 102,20271,,Wed,14:30,16:20
AFSC 202,20273,,Wed,13:00,13:50
AFSC 202,20273,,Wed,14:30,16:20
AFSC 302,20275,,Wed,08:00,10:59
AFSC 302,20275,,Wed,14:30,16:20
AFSC 402,20186,,Wed,10:00,12:50
AFSC 402,20186,,Wed,14:30,16:20
MUSI 117,21354,"Marvin, Tyler","Mon,Wed,Fri",09:00,09:50
MUSI 117,24363,"Sung, Chennie","Tue,Thu",14:30,15:45
MUSI 117,23610,"Shea, Fiona","Mon,Wed,Fri",11:00,11:50
MUSI 205,22838,"Dunn, Susan","Tue,Thu",16:00,17:00
MUSI 212,22040,"Blattler, Damian","Mon,Wed,Fri",10:00,10:50
MUSI 222,20166,"Loewen, Peter","Mon,Wed,Fri",11:00,11:50
MUSI 226,23946,"Broess, Erik","Mon,Wed,Fri",13:00,13:50
MUSI 232,20051,"Blench, Karl Su, Szuyu","Mon,Wed,Fri",09:00,09:50
MUSI 232,20053,"Su, Szuyu Blench, Karl","Mon,Wed,Fri",09:00,09:50
MUSI 303,21735,"Jalbert, Pierre D.",Thu,14:30,16:00
MUSI 307,21529,"Cui, Victor","Mon,Wed,Fri",14:00,14:50
MUSI 312,20065,"Brandt, Anthony K.","Tue,Thu",09:25,10:40
MUSI 317,20133,"Ortiz, Angela","Tue,Thu",13:00,14:15
MUSI 317,22800,"Ng, Ho Fei","Mon,Wed,Fri",11:00,11:50
MUSI 322,22450,"Kieffer, Allie","Mon,Wed,Fri",10:00,10:50
MUSI 332,20066,"Blench, Karl Lanners, Ben","Mon,Wed,Fri",11:00,11:50
MUSI 332,20066,"Blench, Karl Lanners, Ben",Thu,20:00,20:55
MUSI 332,20067,"Lanners, Ben Blench, Karl","Mon,Wed,Fri",11:00,11:50
MUSI 332,20067,"Lanners, Ben Blench, Karl",Thu,20:00,20:55
MUSI 334,22332,"Harth-Bedoya, Miguel",Sat,10:00,12:50
MUSI 335,22333,"Jaber, Thomas","Mon,Wed",16:00,17:30
MUSI 339,20486,"Chan, David",Tue,13:00,15:00
MUSI 339,20487,"Der Hovsepian, Joan",Tue,16:30,19:29
MUSI 339,20488,"French, Christopher",Tue,16:30,19:29
MUSI 339,20490,"LeGrand, Thomas",Tue,13:00,14:20
MUSI 339,20485,"Barnhill, John",Tue,16:00,17:30
MUSI 340,20091,"Throckmorton, Chuck","Tue,Thu",16:00,17:15
MUSI 340,22848,"Throckmorton, Chuck","Tue,Thu",19:00,20:30
MUSI 342,20092,"Kamins, Danny",Mon,19:00,22:00
MUSI 342,20093,"Kamins, Danny",Sun,18:00,19:30
MUSI 378,23616,"Chen, Shih-Hui",Thu,16:00,18:20
MUSI 379,23617,"Brandt, Anthony K.","Tue,Thu",13:00,14:15
MUSI 389,20094,"Fischer, Jeanne K.",Thu,16:00,17:30
MUSI 404,20095,"Welch, Chapman","Mon,Wed,Fri",13:00,13:50
MUSI 405,20531,"Gottschalk, Arthur W.","Tue,Thu",10:50,12:05
MUSI 410,22041,"Rarick, Janet Kamins, Benjamin",Mon,19:15,20:15
MUSI 432,20104,"Gottschalk, Arthur W.","Tue,Thu",09:25,10:40
MUSI 502,23037,"Hou, Jerry",Mon,09:00,10:30
MUSI 506,24369,"Stallmann, Kurt",Tue,18:00,19:30
MUSI 507,20197,"Welch, Chapman","Tue,Thu",10:50,12:05
MUSI 508,21160,"Park, Sohyoung",Wed,12:00,13:30
MUSI 510,21031,"Rarick, Janet","Tue,Thu",10:50,12:05
MUSI 512,25670,"Blattler, Damian","Mon,Wed,Fri",09:00,09:50
MUSI 516,20342,"Jalbert, Pierre D.",Tue,14:30,17:00
MUSI 519,22334,"Dunn, Susan","Mon,Wed",13:00,13:50
MUSI 522,20099,"Ward-Griffin, Danielle","Tue,Thu",10:50,12:05
MUSI 529,24370,"Ferris, David","Tue,Thu",10:50,12:05
MUSI 531,20441,"Chan, David",Tue,13:00,15:00
MUSI 531,20442,"Der Hovsepian, Joan",Tue,16:30,19:29
MUSI 531,20443,"French, Christopher",Tue,16:30,19:29
MUSI 531,20445,"LeGrand, Thomas",Tue,13:00,14:20
MUSI 531,20446,"Barnhill, John",Tue,16:00,17:30
MUSI 540,21530,"Kamins, Danny","Tue,Thu",10:50,12:05
MUSI 549,24371,"Procter, Teresa B.","Mon,Wed,Fri",09:00,09:50
MUSI 553,24372,"Palmer, James","Tue,Thu",09:25,10:40
MUSI 576,20100,"Maus, Lyndsi","Mon,Wed",14:00,14:50
MUSI 578,25884,"Munger, Alex","Tue,Thu",10:50,12:05
MUSI 587,20196,"Self, Bethany","Mon,Wed",10:00,10:50
MUSI 603,21736,"Jalbert, Pierre D.",Thu,14:30,16:00
MUSI 606,24374,"Stallmann, Kurt",Mon,14:00,16:30
MUSI 611,22335,"Lavenda, Richard","Tue,Thu",09:25,10:40
MUSI 617,21161,"Chen, Shih-Hui","Tue,Thu",13:00,14:15
MUSI 619,24375,"Park, Sohyoung",Mon,12:00,13:20
MUSI 621,24376,"Ward-Griffin, Danielle","Tue,Thu",13:00,14:15
MUSI 625,24377,"Ferris, David","Tue,Thu",13:00,14:15
MUSI 640,22336,"Jaber, Thomas","Mon,Wed",16:00,17:30
MUSI 717,24379,"Loewen, Peter","Mon,Wed,Fri",10:00,10:50
MUSI 737,23624,"Broess, Erik","Mon,Wed,Fri",11:00,11:50
FOTO 205,21431,"Greene, Elissa","Tue,Thu",13:00,15:50
FOTO 205,23392,"Greene, Elissa","Tue,Thu",18:00,20:50
FOTO 210,22684,"Winningham, Geoffrey","Tue,Thu",10:50,12:05
FOTO 220,25663,"Hewitt, Leslie",Wed,09:00,11:50
FOTO 298,25528,"Greene, Elissa",Wed,13:00,15:50
FOTO 383,24187,"Winningham, Geoffrey","Tue,Thu",16:00,17:15
ENGL 114,22703,"Schimmel, Ian",Tue,18:30,21:00
ENGL 199,24290,"Regier, Alexander","Mon,Wed",08:30,09:45
ENGL 200,21415,"Parris, Benjamin","Tue,Thu",14:30,15:45
ENGL 200,20144,"Aranda, Jose","Tue,Thu",10:50,12:05
ENGL 203,22994,"Bajani, Andrea",Wed,12:00,14:29
ENGL 203,23180,"Bajani, Andrea",Wed,12:00,14:29
ENGL 203,24293,"Boshier, Rosa",Mon,16:00,18:29
ENGL 203,25680,"Boshier, Rosa",Mon,16:00,18:29
ENGL 210,23560,"Horne, Evan","Tue,Thu",08:00,09:15
ENGL 211,23900,"Edwardes-Evans, Huw","Tue,Thu",08:00,09:15
ENGL 222,25495,"Banerjee, Agnibha","Mon,Wed,Fri",10:00,10:50
ENGL 240,25682,"Ellenzweig, Sarah",Thu,14:30,17:20
ENGL 242,25660,"Dango, Michael",Wed,16:00,18:30
ENGL 253,24295,"Srinivasan, Ragini Tharoor",Wed,16:00,18:30
ENGL 260,23562,"Williamson, Clinton","Tue,Thu",13:00,14:15
ENGL 271,24297,"Dunbar, Eve","Mon,Wed",14:00,15:15
ENGL 272,22366,"Hammon, Cameron","Mon,Wed,Fri",11:00,11:50
ENGL 272,25513,"Hammon, Cameron","Mon,Wed,Fri",10:00,10:50
ENGL 274,23564,"Campana, Joseph","Tue,Thu",09:25,10:40
ENGL 286,22814,"Snow, Edward","Tue,Thu",16:00,17:15
ENGL 300,20102,"Joseph, Betty","Mon,Wed,Fri",13:00,13:50
ENGL 300,22995,"Srinivasan, Ragini Tharoor","Mon,Wed,Fri",10:00,10:50
ENGL 301,22344,"Bajani, Andrea","Tue,Thu",09:25,10:40
ENGL 301,22422,"Bajani, Andrea","Tue,Thu",09:25,10:40
ENGL 301,22421,"Bajani, Andrea","Tue,Thu",10:50,12:05
ENGL 301,22423,"Bajani, Andrea","Tue,Thu",10:50,12:05
ENGL 301,25920,"Schimmel, Ian",Thu,14:30,17:00
ENGL 302,22033,"Dermont, Amber",Mon,16:00,18:30
ENGL 302,22746,"Dermont, Amber",Mon,16:00,18:30
ENGL 302,23565,"Dermont, Amber",Tue,16:00,18:30
ENGL 302,23822,"Dermont, Amber",Tue,16:00,18:30
ENGL 304,22345,"Morin, Tomas",Wed,14:00,16:30
ENGL 304,22424,"Morin, Tomas",Wed,14:00,16:30
ENGL 304,24298,"Williams, Phillip",Fri,12:00,14:30
ENGL 305,23566,"Boshier, Rosa",Wed,16:00,18:30
ENGL 305,23823,"Boshier, Rosa",Wed,16:00,18:30
ENGL 305,24299,"Boshier, Rosa",Fri,12:00,14:30
ENGL 306,22996,"Cronin, Justin",Mon,13:00,15:50
ENGL 306,23181,"Cronin, Justin",Mon,13:00,15:50
ENGL 307,24301,"Morin, Tomas",Thu,13:00,15:30
ENGL 307,25724,"Morin, Tomas",Thu,13:00,15:30
ENGL 307,24302,"Williams, Phillip",Mon,16:00,18:50
ENGL 307,25725,"Williams, Phillip",Mon,16:00,18:50
ENGL 309,22346,"Laymon, Kiese",Wed,18:00,20:50
ENGL 309,22747,"Laymon, Kiese",Wed,18:00,20:50
ENGL 312,24303,"Houlik-Ritchey, Emily","Tue,Thu",09:25,10:40
ENGL 313,25851,"Schimmel, Ian",Tue,18:30,21:00
ENGL 321,23569,"Parris, Benjamin","Tue,Thu",16:00,17:15
ENGL 332,25482,"Joseph, Betty","Mon,Wed,Fri",15:00,15:50
ENGL 341,23570,"Browning, Logan","Tue,Thu",10:50,12:05
ENGL 344,24306,"Browning, Logan","Tue,Thu",14:30,15:45
ENGL 358,24307,"Morton, Timothy","Mon,Wed,Fri",10:00,10:50
ENGL 362,22997,"Derrick, Scott","Mon,Wed,Fri",11:00,11:50
ENGL 368,25711,"Schneider-Mayerson, Matthew",Tue,18:00,20:30
ENGL 372,24308,"Dun, Ashley","Tue,Thu",08:00,09:15
ENGL 373,24309,"Williamson, Clinton","Tue,Thu",14:30,15:45
ENGL 377,24310,"Snow, Edward","Tue,Thu",13:00,14:15
ENGL 378,23777,"Thomsen, Carly","Mon,Wed",14:00,15:15
ENGL 390,25580,"Kimbro, Robert","Mon,Wed,Fri",11:00,11:50
ENGL 393,25454,"Dunbar, Eve","Mon,Wed,Fri",10:00,10:50
ENGL 401,24312,"Cronin, Justin",Tue,13:00,15:50
ENGL 401,25734,"Cronin, Justin",Tue,13:00,15:50
ENGL 402,24313,"Laymon, Kiese",Mon,18:00,20:50
ENGL 402,25736,"Laymon, Kiese",Mon,18:00,20:50
ENGL 405,24314,"Johnson, Lacy",Wed,13:00,15:50
ENGL 405,25737,"Johnson, Lacy",Wed,13:00,15:50
ENGL 411,21523,"Michie, Helena",Fri,13:00,15:50
ENGL 411,23000,"Johnson, Lacy",Fri,13:00,15:50
ENGL 411,23001,"Ellenzweig, Sarah",Fri,13:00,15:50
ENGL 471,24315,"Aranda, Jose",Mon,15:00,17:29
ENGL 521,24316,"Campana, Joseph",Tue,11:30,14:20
ENGL 541,24317,"Michie, Helena",Wed,14:00,16:50
ENGL 590,24318,"Huseby, Amy",Thu,16:00,18:50
ENGL 598,24319,"Dango, Michael",Fri,13:00,15:50
ENGL 606,24320,"Morton, Timothy",Mon,14:00,16:50
INDS 508,24390,"Lee, Cin-Ty",Thu,18:00,21:00
INDS 581,24391,"Schoenberger, Kevin",Mon,18:00,21:00
INDS 600,24392,"Hudson, Ashley",Tue,18:00,21:00
INDS 600,26000,"Hudson, Ashley",Thu,18:00,21:00
SOCI 101,20129,"Considine, Craig","Tue,Thu",09:25,10:40
SOCI 101,22323,"Considine, Craig","Tue,Thu",10:50,12:05
SOCI 101,22662,"Fiel, Jeremy","Mon,Wed",08:00,09:15
SOCI 102,22420,"Hurtado Nuez, Melissa",Wed,12:00,12:50
SOCI 231,24611,"Considine, Craig","Tue,Thu",14:30,15:45
SOCI 300,25668,"Ewoodzie, Joseph",Wed,15:30,18:00
SOCI 310,24612,"Jalili, Jaleh","Tue,Thu",10:50,12:05
SOCI 312,24613,"Ewoodzie, Joseph","Mon,Wed,Fri",12:00,12:50
SOCI 315,25661,"Jalili, Jaleh","Tue,Thu",14:30,15:45
SOCI 318,23974,"Hordge-Freeman, Elizabeth","Tue,Thu",13:00,14:15
SOCI 325,23645,"Padmanabhan, Kavya","Tue,Thu",09:25,10:40
SOCI 334,23076,"Diaz, Christina","Tue,Thu",14:30,15:45
SOCI 335,23873,"Ecklund, Elaine Howard","Mon,Wed",14:00,15:15
SOCI 344,23646,"Brown, Tony","Tue,Thu",09:25,10:40
SOCI 351,23860,"Waggoner, Miranda","Mon,Wed,Fri",10:00,10:50
SOCI 357,25662,"Smirnova, Michelle","Tue,Thu",13:00,14:15
SOCI 368,24616,"Elliott, Jim","Mon,Wed",16:00,17:15
SOCI 377,24617,"Liu, Jingwen","Tue,Thu",16:00,17:15
SOCI 380,23647,"Chavez, Sergio","Mon,Wed",08:00,09:15
SOCI 381,22075,"Roberto, Elizabeth","Tue,Thu",10:50,12:05
SOCI 399,24618,"Ferguson, Todd","Mon,Wed",14:00,15:15
SOCI 405,24619,"Chavez, Sergio",Mon,14:00,16:50
SOCI 407,24624,"Waggoner, Miranda",Wed,13:00,15:30
SOCI 414,23649,"Brown, Tony",Thu,13:00,15:50
SOCI 433,25457,"Padmanabhan, Kavya",Fri,09:30,12:30
SOCI 437,23650,"Turley, Ruth",Fri,13:00,15:50
SOCI 453,25452,"Thomas, Kevin",Tue,14:30,16:59
SOCI 470,20205,"Turner, Kieran",Thu,14:30,16:59
